FID,X_utm,Y_utm,Altitute,Slope,Slope_Aspect,Topography curverture,Distance from fault,Fault density,Distance from Lineanment,Lineanment density,Distance from river,River density,Distance from road,Spring density,Precipitation,Geology,Land-use,NDVI,Target
508,238610.585,4079286.436,2,2,7,3,1,2,2,1,1,3,2,4,1,1,10,3,0
509,244277.0894,4080587.306,3,2,4,3,1,2,2,2,4,3,5,5,5,1,11,3,0
510,279367.3404,4027040.861,5,2,5,3,1,4,2,2,5,2,1,4,1,1,10,3,0
935,312277.1207,4114899.534,2,4,4,2,1,3,2,5,4,1,3,1,5,4,16,1,1
737,262470.671,4110913.246,5,3,8,3,1,4,5,3,1,2,5,3,5,4,11,1,1
837,277719.348,4113982.921,1,3,3,1,1,5,2,5,1,5,1,1,5,5,12,1,1
655,320202.2347,4105784.419,5,5,6,1,1,1,2,5,5,2,5,1,5,4,13,1,1
784,309114.7158,4103838.426,3,4,8,1,1,3,2,5,1,3,5,1,5,4,13,1,1
548,311454.4246,4104587.613,5,4,7,3,1,3,2,5,3,5,5,1,5,5,13,1,1
1003,266584.498,4107806.158,3,4,3,3,1,2,2,1,5,5,4,3,5,4,13,1,1
922,229181.6451,4064149.104,4,5,3,3,1,5,2,5,5,3,1,4,4,5,13,1,1
517,271952.5344,4106178.809,3,4,8,3,1,4,2,5,1,3,2,4,5,4,13,1,1
685,277418.853,4104459.819,3,4,8,3,1,4,2,5,5,5,5,4,5,4,13,1,1
513,271642.5648,4104768.236,2,4,2,1,1,4,2,2,1,5,1,5,5,4,13,1,1
740,272635.2243,4103075.781,2,3,3,1,1,5,2,2,1,5,1,5,5,4,13,1,1
556,270779.5795,4104853.239,2,5,3,2,1,4,2,2,5,5,5,5,5,4,13,1,1
635,270582.7512,4113063.818,3,4,7,3,1,4,2,5,1,4,3,1,5,4,15,1,1
953,327439.571,4035770.001,4,5,6,1,1,1,2,2,1,2,5,4,4,4,15,1,1
538,314157.4783,4110633.213,5,5,8,1,1,3,2,5,1,1,1,1,5,4,16,1,1
715,273863.6077,4108317.434,3,4,3,3,1,4,2,5,1,3,1,1,5,4,16,1,1
846,312449.1291,4113754.717,2,4,7,3,1,3,2,5,4,1,3,1,5,4,16,1,1
549,320632.1648,4103925.178,5,4,8,2,1,1,2,5,1,2,3,1,5,4,16,1,1
743,332760.5896,4092484.587,5,4,8,1,1,5,2,5,1,1,5,1,5,4,16,1,1
620,320521.588,4103372.51,5,5,8,1,1,1,2,5,1,2,5,1,5,4,16,1,1
898,309795.773,4105549.867,3,4,7,1,1,3,2,5,1,5,5,1,5,5,16,1,1
642,317766.0989,4100502.285,2,4,4,3,1,3,2,5,4,5,5,1,4,5,16,1,1
515,322754.1998,4089604.503,1,5,5,3,1,1,2,5,1,3,5,1,2,6,9,2,1
728,192246.5707,4039251.882,5,3,5,3,1,1,4,4,4,2,3,4,2,6,11,2,1
907,254583.0756,4122554.306,2,4,4,3,1,1,2,2,1,1,4,4,5,5,11,2,1
729,191597.2352,4039923.245,5,3,2,2,1,1,1,4,3,5,4,4,2,6,11,2,1
954,254992.3664,4023640.17,2,5,6,3,1,3,2,1,1,5,5,4,5,3,11,2,1
606,210489.924,4036769.177,2,3,9,3,1,5,3,3,1,4,2,4,2,4,12,2,1
726,218380.7352,4053110.371,3,3,5,3,1,4,1,4,1,4,3,4,1,2,14,2,1
727,218380.7352,4053110.371,3,3,5,3,1,4,1,4,1,4,3,4,1,2,14,2,1
824,210366.8878,4051648.549,2,3,2,2,1,4,2,3,5,4,3,4,2,6,14,2,1
857,220770.5128,4063061.526,2,5,6,3,1,5,2,3,1,4,4,4,1,2,14,2,1
825,211910.7654,4050917.737,3,5,4,3,1,5,2,3,1,4,5,4,2,6,14,2,1
866,213444.5337,4037133.623,2,4,5,3,1,4,5,3,1,4,5,4,2,4,14,2,1
735,214807.2667,4064646.763,2,4,4,3,1,2,2,4,4,4,5,4,1,3,14,2,1
516,221920.9813,4064042.476,5,3,5,2,1,3,2,1,5,4,5,4,4,5,14,2,1
944,212305.7826,4044855.691,2,5,5,3,1,5,2,3,5,4,5,4,2,6,14,2,1
778,230113.7306,4054276.664,5,4,9,3,1,1,2,2,1,4,5,5,4,2,14,2,1
850,306415.9911,4102543.009,1,3,7,2,1,5,5,5,1,3,1,1,5,3,15,2,1
706,325044.8789,4086658.732,1,4,6,2,1,1,2,5,1,3,2,1,3,6,15,2,1
748,313099.6025,4110810.796,2,4,1,3,1,3,2,5,4,2,3,1,5,4,15,2,1
530,305946.7613,4105791.638,3,5,4,3,1,3,2,5,5,3,3,1,5,4,15,2,1
897,309573.9103,4111043.899,3,5,4,3,1,1,2,5,1,2,4,1,5,4,15,2,1
838,277009.1664,4108603.816,3,4,5,3,2,4,2,5,1,3,4,1,5,4,15,2,1
842,325350.7667,4085881.681,1,5,6,1,5,1,2,5,1,3,5,1,3,5,15,2,1
809,310403.3103,4094065.125,1,5,8,1,1,2,1,1,5,3,5,1,1,3,15,2,1
750,307903.7228,4108183.101,2,5,6,2,1,3,2,5,1,5,5,1,5,4,15,2,1
963,306167.783,4080839.507,1,5,9,2,1,3,2,5,5,5,5,1,3,6,15,2,1
698,213347.8594,4047721.848,3,5,7,1,1,3,2,3,1,4,1,4,2,6,15,2,1
926,213634.6664,4036849.571,3,2,2,3,1,4,1,3,1,4,2,4,2,4,15,2,1
633,221207.9219,4061226.589,2,5,9,1,1,5,2,3,1,4,3,4,1,1,15,2,1
834,224399.6656,4027242.556,3,3,8,2,3,5,2,1,3,3,4,4,2,2,15,2,1
588,210697.1421,4068796.808,2,3,9,2,1,2,2,3,4,4,4,4,5,4,15,2,1
804,248012.3251,4065672.064,2,5,8,2,4,4,1,1,5,3,5,4,5,4,15,2,1
798,242842.4199,4107354.64,3,3,1,2,1,5,2,4,5,3,5,4,5,5,15,2,1
951,242590.7072,4107208.02,3,4,5,2,1,5,4,4,5,3,5,4,5,5,15,2,1
711,211649.4711,4068301.769,2,4,5,3,1,2,2,3,1,4,5,4,5,4,15,2,1
886,213808.5712,4046595.537,3,5,9,2,1,3,2,3,1,4,5,4,1,6,15,2,1
761,221219.5485,4060053.638,2,5,9,3,1,4,2,1,4,4,5,4,1,3,15,2,1
670,212691.7623,4067525.957,2,4,4,2,1,2,2,4,5,4,5,4,4,4,15,2,1
924,214597.1708,4065054.95,2,4,7,2,1,2,3,4,5,4,5,4,1,3,15,2,1
539,228509.8232,4053123.868,5,5,5,2,1,3,2,1,1,4,1,5,4,2,15,2,1
1021,248205.3603,4103984.246,2,5,1,2,1,5,3,4,5,3,1,5,5,4,15,2,1
892,217776.3561,4033102.844,3,5,9,3,1,3,2,3,5,4,2,5,1,4,15,2,1
634,228804.777,4052219.682,2,4,9,2,1,3,2,1,5,4,4,5,4,2,15,2,1
911,221304.4725,4038079.881,2,4,1,3,1,4,2,1,4,4,5,5,1,3,15,2,1
929,223091.4212,4038608.693,5,5,7,2,1,2,2,1,5,4,5,5,1,3,15,2,1
791,240697.1893,3969822.874,5,3,3,2,1,1,4,2,1,2,5,4,1,6,16,2,1
731,230434.5516,4053402.732,5,5,8,3,1,1,4,1,5,3,5,5,4,2,16,2,1
877,262112.4385,4035687.278,2,2,1,3,1,1,2,1,1,5,5,4,4,1,10,3,1
956,307666.5641,4079171.227,3,5,4,3,1,3,2,5,4,5,1,1,3,6,11,3,1
845,307330.2821,4109028.789,2,5,1,3,1,1,2,5,5,5,5,1,5,5,11,3,1
723,336043.2272,4023209.777,5,5,9,2,1,1,4,5,3,1,1,3,1,4,11,3,1
841,248394.3551,4044775.408,2,3,1,3,1,1,2,3,1,3,1,4,1,2,11,3,1
1010,247153.0092,4046601.026,2,2,2,3,1,1,3,3,5,3,2,4,1,1,11,3,1
879,257912.9372,4024545.255,2,3,7,2,1,3,4,1,3,5,2,4,5,6,11,3,1
767,253638.0854,4122304.297,2,4,4,1,1,1,2,2,1,1,3,4,5,5,11,3,1
989,327043.8034,4032170.873,5,5,6,3,1,1,2,2,3,2,5,4,1,4,11,3,1
874,205952.945,4039021.079,2,3,4,3,1,3,2,1,1,3,5,4,2,4,11,3,1
621,245454.522,4060688.209,5,3,2,3,3,2,2,2,1,5,5,4,5,4,11,3,1
660,261094.0025,4116381.682,2,4,1,3,1,5,2,1,4,5,5,4,5,5,11,3,1
781,251064.6893,4057870.362,5,3,5,3,3,1,1,1,1,2,1,5,5,4,11,3,1
610,248017.1572,4056540.203,5,3,9,3,5,2,2,1,1,5,1,5,5,4,11,3,1
900,258220.8783,4021266.983,2,5,8,3,1,3,5,1,5,5,1,5,5,1,11,3,1
649,353995.3538,4006645.089,5,3,5,2,1,5,5,2,5,1,2,5,1,4,11,3,1
815,257943.9333,4021182.2,2,4,4,2,1,3,1,1,1,5,2,5,5,3,11,3,1
931,246376.5723,4053195.024,2,3,2,3,1,5,2,3,1,5,3,5,4,1,11,3,1
1012,282928.2973,4067490.844,5,5,6,1,1,4,2,2,5,2,4,5,4,5,11,3,1
1005,258044.4419,4023893.748,2,3,8,2,1,3,3,1,1,5,4,5,5,6,11,3,1
855,324003.5029,4016169.95,5,3,2,2,1,4,4,2,4,2,5,5,1,5,11,3,1
987,236156.4832,4054181.563,5,5,9,3,1,3,2,3,5,3,5,5,4,6,11,3,1
909,322736.0919,4035957.693,5,5,4,3,1,1,2,2,5,5,5,5,4,4,11,3,1
932,330355.5407,4084793.682,1,3,1,1,1,2,2,5,5,3,5,1,3,4,12,3,1
793,227456.9031,4052879.488,5,5,1,1,1,5,2,2,1,4,1,4,4,6,12,3,1
529,239141.1655,4069671.18,5,3,4,3,1,2,5,5,1,5,4,4,5,4,12,3,1
546,240215.5,4059241.003,4,5,5,2,5,4,2,1,4,5,5,4,5,4,12,3,1
998,218113.4792,4029666.523,2,5,7,3,1,3,2,1,5,5,2,5,2,3,12,3,1
891,213915.1818,4029495.698,5,3,6,3,1,1,2,2,5,2,5,5,2,4,12,3,1
643,303354.8946,4074921.672,5,3,6,3,1,5,2,5,3,2,1,1,3,4,13,3,1
560,316540.6593,4110087.694,5,5,6,3,1,3,2,5,5,1,5,1,5,4,13,3,1
585,263101.2224,4110494.481,5,3,4,3,1,4,1,1,3,5,2,3,5,4,13,3,1
947,271766.3267,4102944.957,2,4,2,3,1,5,2,2,1,5,3,3,5,4,13,3,1
794,228249.9142,4064548.983,4,5,1,1,1,5,2,5,5,3,2,4,4,5,13,3,1
734,226891.3206,4064808.17,4,5,8,2,1,5,2,2,5,3,3,4,4,5,13,3,1
696,225289.4582,4066001.187,4,5,7,2,1,5,2,1,1,3,5,4,4,5,13,3,1
919,227457.1175,4065407.328,4,5,3,2,1,5,2,2,1,3,5,4,4,5,13,3,1
988,232508.3568,4059262.029,4,3,1,3,1,5,2,2,1,3,5,4,4,5,13,3,1
733,229267.7977,4064516.729,4,5,4,1,1,5,2,5,1,3,5,4,4,5,13,3,1
532,235198.4398,4063436.399,5,3,4,3,1,4,2,5,4,3,5,4,5,4,13,3,1
652,227954.3419,4063848.655,4,5,1,2,1,5,2,2,4,4,5,4,4,5,13,3,1
760,226992.1508,4063292.969,4,5,9,3,1,5,2,2,5,4,5,4,4,5,13,3,1
973,245209.0184,4059955.038,5,3,4,3,1,2,2,1,4,5,5,4,5,4,13,3,1
983,237573.8779,4067960.518,4,5,7,2,1,2,2,5,5,5,5,4,5,4,13,3,1
1009,263077.0209,4113148.181,5,3,9,2,1,4,5,1,4,5,5,5,5,4,13,3,1
884,227173.8645,4054153.599,5,3,9,1,1,5,2,1,5,4,1,4,4,6,14,3,1
1007,219366.361,4061934.815,2,3,9,2,1,4,2,4,5,4,4,4,1,3,14,3,1
971,218790.3888,4067107.302,5,5,9,2,1,3,2,3,5,3,5,4,4,1,14,3,1
697,222424.9343,4061187.087,5,5,9,3,1,5,2,1,1,4,5,4,1,1,14,3,1
865,222549.2239,4061954.581,5,3,6,1,1,5,4,1,1,4,5,4,1,5,14,3,1
654,214873.9426,4062916.385,3,2,6,3,1,2,1,4,1,4,5,4,1,2,14,3,1
762,212760.6893,4045797.18,2,5,4,2,1,5,2,3,4,4,5,4,2,6,14,3,1
679,222024.2935,4064162.542,5,3,5,2,1,3,2,1,5,4,5,4,4,5,14,3,1
595,229422.9845,4055254.915,5,3,5,1,1,1,2,2,5,4,5,4,4,5,14,3,1
888,211558.4617,4050806.11,2,4,7,2,1,5,2,3,5,4,5,4,2,6,14,3,1
910,272062.9874,4002634.695,4,5,6,2,1,1,2,1,3,2,5,5,5,6,14,3,1
831,221379.0974,4038848.854,2,5,4,3,1,4,2,1,4,4,5,5,1,3,14,3,1
903,224736.6485,4037044.141,2,5,4,1,1,1,2,1,5,4,5,5,1,3,14,3,1
928,222215.0858,4036939.683,2,4,9,3,1,4,2,1,5,4,5,5,1,6,14,3,1
514,321921.9385,4091225.323,3,5,4,3,1,1,2,5,1,3,1,1,2,6,15,3,1
756,301436.3587,4074534.39,5,4,6,2,1,4,2,5,3,2,1,1,2,4,15,3,1
536,318640.2574,4095149.094,3,5,4,3,1,4,2,5,1,3,1,1,1,4,15,3,1
718,308292.333,4104627.925,1,4,8,3,1,3,2,5,5,3,1,1,5,4,15,3,1
810,319249.4686,4095876.126,2,5,9,3,5,4,2,5,5,3,2,1,1,5,15,3,1
612,331533.4183,4081748.842,1,5,5,3,1,2,2,5,1,3,3,1,3,4,15,3,1
955,308259.1599,4080175.482,3,5,2,2,1,1,2,5,4,5,3,1,3,6,15,3,1
648,310456.8176,4110777.333,3,4,6,2,1,1,2,5,3,2,4,1,5,4,15,3,1
582,310596.3043,4109293.955,3,4,8,3,1,1,2,5,4,2,4,1,5,4,15,3,1
977,313312.8483,4110405.209,2,4,5,2,1,3,2,5,4,2,4,1,5,4,15,3,1
789,312372.2036,4109192.646,3,5,2,1,1,1,2,5,5,2,4,1,5,4,15,3,1
1016,312741.7576,4110263.678,2,4,9,3,1,3,2,5,5,2,4,1,5,4,15,3,1
962,317854.5851,4094271.703,3,3,6,3,1,2,2,5,1,3,4,1,1,4,15,3,1
527,326704.0499,4087888.862,2,4,6,2,1,2,2,5,5,3,4,1,3,6,15,3,1
757,318100.3855,4091892.277,1,4,8,3,1,2,2,2,1,4,4,1,1,6,15,3,1
812,318892.8936,4093077.816,3,4,8,2,1,2,2,5,1,4,4,1,1,4,15,3,1
511,310383.611,4108620.332,3,5,1,1,1,1,2,5,1,5,4,1,5,4,15,3,1
547,331060.8654,4092857.481,2,5,6,3,1,4,2,5,1,2,5,1,5,4,15,3,1
991,311597.6302,4110998.428,5,4,6,2,1,3,2,5,4,2,5,1,5,4,15,3,1
703,317207.7068,4107822.205,4,3,1,3,1,1,2,5,5,2,5,1,5,4,15,3,1
978,317187.0015,4108007.697,4,5,1,3,1,1,2,5,5,2,5,1,5,4,15,3,1
936,311395.9863,4110817.875,2,4,6,3,1,3,2,5,5,2,5,1,5,4,15,3,1
843,334955.2045,4083192.458,3,5,8,2,1,5,2,5,5,2,5,1,3,4,15,3,1
570,314945.476,4094735.678,1,5,5,3,1,4,2,2,1,3,5,1,1,6,15,3,1
638,323739.8421,4091773.211,3,4,8,3,1,1,2,5,1,3,5,1,2,4,15,3,1
586,324976.5538,4091747.597,3,5,8,3,1,2,2,5,1,3,5,1,2,4,15,3,1
725,329978.0129,4085726.132,3,4,4,3,1,2,2,5,1,3,5,1,3,6,15,3,1
671,323776.2475,4089953.292,3,4,6,2,1,1,2,5,3,3,5,1,2,6,15,3,1
700,325935.1992,4086609.592,3,1,1,2,1,2,2,5,3,3,5,1,3,3,15,3,1
975,324573.1094,4091385.86,3,3,8,2,1,2,2,5,3,3,5,1,2,4,15,3,1
745,326647.9287,4086348.386,3,4,1,2,1,2,2,5,3,3,5,1,3,6,15,3,1
688,330230.6903,4083501.225,3,5,8,2,1,2,2,5,4,3,5,1,3,4,15,3,1
913,325406.0056,4086158.034,1,4,6,2,3,1,2,5,5,3,5,1,3,6,15,3,1
976,325867.3029,4086919.329,3,4,6,1,1,2,2,5,5,3,5,1,3,3,15,3,1
687,324317.0347,4092162.052,3,4,7,1,1,2,2,5,5,3,5,1,2,4,15,3,1
691,303102.011,4107769.565,3,3,7,3,1,3,2,5,5,3,5,1,5,4,15,3,1
961,317989.9076,4095964.708,2,4,6,3,1,4,2,5,5,3,5,1,1,4,15,3,1
813,321376.3192,4094690.138,3,5,4,2,3,4,2,5,5,3,5,1,1,4,15,3,1
611,327521.0729,4084234.036,3,4,1,2,4,1,2,5,1,4,5,1,3,6,15,3,1
811,318275.2386,4093121.887,3,5,5,3,1,2,2,5,1,4,5,1,1,4,15,3,1
630,328944.0748,4087257.621,2,4,1,3,1,2,2,5,1,5,5,1,3,6,15,3,1
579,333669.026,4082015.048,3,3,8,1,1,4,2,5,1,5,5,1,3,4,15,3,1
537,325626.5325,4094478.291,3,5,6,2,1,4,2,5,1,5,5,1,2,4,15,3,1
581,322177.7493,4096338.292,3,4,4,3,1,5,2,5,1,5,5,1,1,4,15,3,1
1015,277170.2572,4116557.637,1,4,3,1,1,1,4,5,1,5,5,1,5,5,15,3,1
672,324844.1173,4093723.544,3,4,8,2,1,4,2,5,3,5,5,1,2,4,15,3,1
617,308812.7447,4109056.663,2,5,2,2,1,1,2,5,4,5,5,1,5,5,15,3,1
573,324772.5104,4093848.349,3,4,8,3,1,4,2,5,4,5,5,1,2,4,15,3,1
522,325381.1444,4093373.366,3,4,6,1,1,4,2,5,5,5,5,1,2,4,15,3,1
569,331702.252,4086524.25,3,4,8,3,1,4,2,5,5,5,5,1,3,6,15,3,1
790,342041.7244,4018443.827,5,5,6,3,3,3,2,5,5,2,3,3,1,4,15,3,1
942,340827.2517,4020253.879,5,4,6,3,1,3,2,5,4,2,5,3,1,4,15,3,1
890,227482.4487,4045041.174,5,4,7,3,1,4,2,1,1,3,5,3,4,6,15,3,1
629,327188.3943,4034418.446,5,5,5,2,1,1,2,2,3,2,1,4,4,4,15,3,1
622,328709.2991,4035744.736,4,4,6,1,1,1,2,2,1,1,1,4,4,4,15,3,1
938,328904.7916,4035555.844,4,4,6,2,1,1,2,2,4,1,2,4,4,4,15,3,1
823,210868.4083,4051755.097,3,5,7,2,1,4,2,3,5,4,2,4,2,6,15,3,1
768,327640.9757,4032128.102,5,5,9,3,1,1,2,2,1,2,3,4,1,4,15,3,1
875,327740.7587,4029628.961,5,5,8,3,1,1,2,5,5,2,3,4,1,4,15,3,1
607,327549.9169,4035058.716,4,4,9,2,1,1,2,2,4,2,4,4,4,4,15,3,1
699,213422.5585,4047719.358,3,5,7,3,1,3,2,3,1,4,4,4,2,6,15,3,1
925,217999.6206,4066485.199,2,5,8,3,1,5,2,3,5,4,4,4,4,2,15,3,1
736,216108.7413,4067165,2,5,8,2,1,5,2,4,5,4,4,4,4,1,15,3,1
594,330327.8511,4031920.824,4,3,6,1,1,1,2,5,1,1,5,4,1,4,15,3,1
905,329763.4808,4032363.524,4,5,9,1,1,1,2,5,1,1,5,4,1,4,15,3,1
943,330863.9794,4030029.829,5,4,6,1,1,1,2,5,1,1,5,4,1,4,15,3,1
939,331299.4837,4030637.835,4,4,8,2,1,1,2,5,4,1,5,4,1,4,15,3,1
995,328800.325,4035311.304,4,4,1,1,1,1,2,2,5,1,5,4,4,4,15,3,1
664,330487.6721,4031177.765,4,4,8,1,1,1,2,5,5,1,5,4,1,4,15,3,1
996,331587.008,4032605.275,4,5,8,1,1,1,2,5,5,1,5,4,1,4,15,3,1
816,330914.5759,4032618.402,4,5,9,1,1,1,2,5,5,1,5,4,1,4,15,3,1
769,329354.6931,4031847.519,4,4,1,2,1,1,2,5,3,2,5,4,1,4,15,3,1
628,330208.0555,4027083.099,5,4,8,3,1,1,2,5,3,2,5,4,1,4,15,3,1
704,327820.4136,4036132.317,4,4,8,3,1,1,2,2,4,2,5,4,4,4,15,3,1
599,327145.1696,4035991.646,4,4,9,3,1,1,2,2,4,2,5,4,4,4,15,3,1
645,256581.7364,4122557.895,3,5,7,1,1,3,2,2,5,2,5,4,5,4,15,3,1
705,248517.7377,4065965.724,2,5,7,3,1,4,1,1,1,3,5,4,5,4,15,3,1
930,220520.5895,4029249.138,3,2,7,2,1,3,2,1,5,3,5,4,1,3,15,3,1
941,242897.1723,4068230.753,5,3,2,1,1,4,2,2,5,3,5,4,5,4,15,3,1
869,243128.8228,4068501.458,2,3,3,2,1,4,2,2,5,3,5,4,5,4,15,3,1
669,222333.3724,4059894.07,2,5,5,1,1,5,2,1,1,4,5,4,1,1,15,3,1
970,221769.3485,4061671.259,5,5,9,2,1,5,2,1,1,4,5,4,1,1,15,3,1
710,226796.8315,4052468.442,5,4,6,2,1,5,2,1,1,4,5,4,4,6,15,3,1
997,208787.7344,4037320.125,2,5,9,3,1,5,3,1,1,4,5,4,2,4,15,3,1
709,221557.3148,4059734.053,2,5,8,2,1,4,4,1,1,4,5,4,1,3,15,3,1
822,222798.1577,4056577.125,2,3,7,3,1,4,5,1,1,4,5,4,1,2,15,3,1
885,222754.2733,4053677.906,2,5,8,1,1,5,5,1,1,4,5,4,1,2,15,3,1
945,212676.3591,4068544.969,2,4,1,2,2,2,2,3,1,4,5,4,5,4,15,3,1
982,220763.6193,4060562.164,2,3,6,1,1,4,2,3,1,4,5,4,1,3,15,3,1
992,221125.5294,4057927.411,2,3,8,3,1,4,2,3,1,4,5,4,1,2,15,3,1
990,214373.6095,4035066.034,2,5,2,3,1,5,3,3,1,4,5,4,2,4,15,3,1
830,213457.1086,4066636.128,2,4,6,2,1,2,2,4,1,4,5,4,4,6,15,3,1
786,213610.201,4066754.444,2,4,5,3,1,2,2,4,3,4,5,4,4,6,15,3,1
1013,225659.0781,4052689.867,2,4,7,3,1,5,2,1,5,4,5,4,4,2,15,3,1
889,224657.7275,4052505.824,2,3,9,1,1,5,3,1,5,4,5,4,4,2,15,3,1
1014,211448.9982,4068987.499,2,4,7,3,5,2,2,3,5,4,5,4,5,4,15,3,1
1008,218276.6314,4063575.241,2,3,8,2,1,5,2,4,5,4,5,4,1,2,15,3,1
859,234403.326,4069045.788,4,4,8,3,1,2,2,2,1,5,5,4,4,4,15,3,1
1000,233425.2699,4069539.107,4,3,6,1,1,4,2,2,1,5,5,4,4,4,15,3,1
661,233289.9309,4069975.318,5,3,8,1,1,4,2,2,1,5,5,4,4,4,15,3,1
605,194243.574,4040014.337,5,3,4,3,1,1,2,4,1,5,5,4,2,1,15,3,1
686,240148.0738,4067665.978,5,5,5,3,1,2,2,5,1,5,5,4,5,4,15,3,1
512,240540.4028,4067499.792,5,5,9,2,1,2,2,5,3,5,5,4,5,4,15,3,1
614,239975.7274,4066899.824,5,5,6,2,1,4,2,5,3,5,5,4,5,4,15,3,1
787,239663.8695,4066446.587,5,4,2,2,1,2,2,2,4,5,5,4,5,4,15,3,1
872,235808.0468,4070298.193,4,5,4,2,1,4,2,2,4,5,5,4,4,4,15,3,1
800,236141.014,4070627.236,5,5,9,3,1,4,2,2,4,5,5,4,4,4,15,3,1
752,241056.84,4067329.867,5,5,9,3,1,4,2,2,4,5,5,4,5,4,15,3,1
566,194095.3055,4040050.369,5,3,5,2,1,1,4,4,4,5,5,4,2,1,15,3,1
867,238506.1035,4068394.8,5,4,2,2,1,2,4,5,4,5,5,4,5,4,15,3,1
601,239505.2937,4068580.222,5,5,2,2,1,2,4,5,4,5,5,4,5,4,15,3,1
873,234546.4903,4068856.176,4,5,5,3,1,2,2,2,5,5,5,4,4,4,15,3,1
826,226276.3538,4050973.046,2,4,5,2,1,5,2,1,3,4,1,5,4,2,15,3,1
833,217536.0804,4029561.924,2,5,3,2,1,3,2,2,5,5,1,5,2,4,15,3,1
802,218171.8433,4032225.902,3,5,2,3,1,3,2,3,1,4,2,5,1,4,15,3,1
795,230410.2924,4035106.436,5,3,7,2,5,1,2,1,1,3,3,5,1,6,15,3,1
563,214049.655,4033564.64,2,3,5,2,1,3,3,3,5,3,4,5,2,4,15,3,1
964,273643.4272,4084325.787,5,5,9,1,1,4,2,2,5,5,4,5,5,4,15,3,1
856,332213.9973,4025101.862,5,5,1,1,1,1,2,5,1,1,5,5,1,5,15,3,1
1018,335644.4334,4024542.846,4,5,5,2,1,1,2,5,3,1,5,5,1,4,15,3,1
1017,332129.7,4024610.182,5,4,1,3,1,1,2,5,5,1,5,5,1,5,15,3,1
